calculated_host_listings_count,availability_365,neighbourhood_n,longitude,room_type_n,price
3.0,329.0,6.0,-73.914,1.0,149
1.0,0.0,8.0,-73.97642,1.0,125
2.0,44.0,20.0,-73.94918,0.0,56
1.0,163.0,43.0,-74.00743,1.0,245
1.0,0.0,12.0,-73.96246,1.0,150
1.0,1.0,21.0,-73.92943,1.0,125
1.0,60.0,30.0,-73.93232,0.0,85
1.0,40.0,1.0,-73.97069,1.0,409
1.0,188.0,2.0,-73.95766,0.0,50
232.0,318.0,71.0,-73.98511,1.0,303
3.0,348.0,26.0,-73.97898,2.0,39
47.0,355.0,7.0,-73.99556,0.0,62
1.0,331.0,102.0,-74.00481,1.0,172
1.0,291.0,54.0,-73.91754,1.0,103
1.0,211.0,56.0,-73.90769,1.0,99
1.0,244.0,54.0,-73.92854,1.0,45
1.0,0.0,25.0,-73.92336,0.0,70
1.0,203.0,3.0,-73.96748,1.0,70
4.0,1.0,8.0,-73.96243,0.0,79
2.0,23.0,70.0,-73.87964,0.0,50
1.0,0.0,39.0,-73.9236,1.0,85
1.0,0.0,12.0,-73.95553,0.0,93
1.0,292.0,12.0,-73.96216,0.0,120
1.0,0.0,56.0,-73.92707,0.0,120
4.0,77.0,37.0,-73.81586,0.0,59
1.0,0.0,2.0,-73.93616,0.0,80
1.0,0.0,51.0,-73.95059,0.0,60
18.0,365.0,7.0,-73.99951,1.0,534
1.0,0.0,6.0,-73.95171,0.0,41
1.0,84.0,15.0,-73.93088,0.0,45
1.0,20.0,10.0,-73.9902,1.0,210
2.0,154.0,12.0,-73.94121,0.0,65
3.0,0.0,12.0,-73.92892,0.0,70
33.0,326.0,28.0,-73.94997,1.0,300
2.0,0.0,19.0,-73.98762,0.0,150
1.0,90.0,98.0,-73.92088,0.0,60
2.0,345.0,61.0,-73.73955,1.0,84
1.0,162.0,23.0,-73.98554,1.0,185
1.0,0.0,12.0,-73.94931,1.0,250
1.0,1.0,36.0,-73.99159,1.0,200
232.0,285.0,11.0,-74.00246,1.0,341
1.0,0.0,21.0,-73.92235,0.0,62
1.0,89.0,37.0,-73.81782,0.0,50
1.0,238.0,19.0,-73.98633,0.0,95
1.0,277.0,26.0,-73.98165,1.0,276
1.0,197.0,12.0,-73.94552,1.0,140
1.0,0.0,0.0,-73.97399,1.0,150
2.0,7.0,23.0,-73.98887,0.0,75
1.0,201.0,7.0,-73.99056,1.0,499
3.0,257.0,12.0,-73.95187,1.0,245
2.0,90.0,18.0,-73.9274,0.0,70
1.0,363.0,67.0,-73.98679,2.0,100
4.0,308.0,49.0,-73.91913,0.0,50
1.0,319.0,87.0,-73.86014,0.0,54
1.0,0.0,28.0,-73.94677,1.0,115
1.0,0.0,44.0,-73.90729,0.0,35
1.0,0.0,8.0,-73.96629,0.0,75
1.0,28.0,44.0,-73.90448,1.0,55
49.0,153.0,1.0,-73.96707,1.0,737
1.0,28.0,23.0,-73.98862,0.0,80
1.0,0.0,2.0,-73.95063,0.0,40
1.0,0.0,124.0,-73.82643,0.0,150
1.0,0.0,12.0,-73.93879,1.0,275
1.0,38.0,23.0,-73.98308,1.0,124
1.0,0.0,11.0,-74.00342,0.0,120
2.0,0.0,12.0,-73.9619,0.0,80
1.0,283.0,8.0,-73.96867,1.0,225
1.0,0.0,8.0,-73.97709,1.0,170
1.0,0.0,27.0,-74.00161,1.0,295
1.0,124.0,77.0,-74.00804,1.0,700
3.0,362.0,3.0,-73.96269,0.0,79
1.0,331.0,12.0,-73.94144,1.0,451
2.0,68.0,22.0,-73.96657,0.0,80
1.0,0.0,64.0,-73.99436,1.0,225
4.0,314.0,47.0,-73.88297,1.0,115
1.0,104.0,3.0,-73.96108,1.0,124
1.0,259.0,7.0,-73.99031,1.0,250
2.0,280.0,198.0,-73.80292,1.0,275
2.0,301.0,2.0,-73.9368,1.0,250
1.0,28.0,19.0,-73.98041,1.0,249
1.0,317.0,100.0,-73.9077,1.0,175
2.0,326.0,19.0,-73.98161,1.0,175
3.0,89.0,202.0,-73.74795,0.0,65
28.0,60.0,20.0,-73.95236,1.0,199
1.0,0.0,21.0,-73.93116,0.0,35
96.0,327.0,11.0,-74.00215,1.0,450
2.0,0.0,2.0,-73.95147,1.0,150
1.0,222.0,22.0,-73.95302,1.0,70
2.0,308.0,21.0,-73.91815,1.0,180
1.0,0.0,1.0,-73.96521,1.0,125
1.0,0.0,21.0,-73.92538,0.0,49
1.0,0.0,1.0,-73.98729,1.0,200
2.0,0.0,12.0,-73.94279,0.0,50
5.0,316.0,6.0,-73.94547,0.0,70
232.0,332.0,71.0,-73.9853,1.0,316
9.0,197.0,23.0,-73.99263,1.0,99
1.0,164.0,33.0,-73.99247,1.0,170
9.0,337.0,26.0,-73.982,1.0,350
25.0,334.0,13.0,-73.97361,0.0,48
1.0,36.0,4.0,-73.94154,1.0,100
1.0,0.0,30.0,-73.94502,0.0,45
1.0,310.0,12.0,-73.95757,1.0,200
1.0,189.0,16.0,-73.97473,0.0,75
4.0,275.0,12.0,-73.95427,0.0,70
1.0,0.0,19.0,-73.98747,1.0,110
9.0,10.0,4.0,-73.94107,2.0,49
4.0,134.0,56.0,-73.90959,1.0,58
2.0,293.0,2.0,-73.94858,0.0,125
1.0,0.0,63.0,-73.85183,0.0,75
1.0,0.0,21.0,-73.9169,0.0,50
2.0,108.0,79.0,-74.01046,0.0,50
2.0,364.0,13.0,-73.97287,0.0,77
3.0,349.0,46.0,-73.78614,0.0,70
1.0,157.0,12.0,-73.95446,0.0,66
1.0,0.0,12.0,-73.95001,0.0,45
1.0,0.0,6.0,-73.92672,1.0,110
1.0,0.0,15.0,-73.95755,1.0,125
23.0,364.0,7.0,-73.98436,1.0,195
3.0,8.0,4.0,-73.94103,1.0,99
1.0,93.0,56.0,-73.92769,0.0,95
1.0,0.0,23.0,-73.98442,0.0,69
1.0,84.0,4.0,-73.94503,0.0,169
1.0,0.0,28.0,-73.96754,1.0,149
1.0,73.0,24.0,-73.96181,1.0,150
4.0,89.0,6.0,-73.93915,0.0,40
1.0,352.0,89.0,-74.07848,0.0,59
1.0,312.0,2.0,-73.94484,0.0,90
2.0,365.0,23.0,-73.98423,0.0,128
1.0,327.0,12.0,-73.94693,1.0,100
103.0,252.0,31.0,-73.90779,0.0,59
1.0,128.0,28.0,-73.94652,1.0,79
1.0,0.0,30.0,-73.94118,0.0,45
1.0,77.0,12.0,-73.94754,1.0,300
2.0,55.0,6.0,-73.94368,1.0,100
25.0,341.0,13.0,-73.97502,0.0,48
2.0,158.0,54.0,-73.93388,0.0,80
21.0,221.0,6.0,-73.95893,1.0,172
18.0,180.0,46.0,-73.81399,0.0,135
1.0,35.0,13.0,-73.96976,0.0,75
1.0,183.0,9.0,-73.99956,1.0,80
1.0,0.0,28.0,-73.95837,0.0,100
1.0,61.0,11.0,-74.00464,1.0,299
1.0,14.0,28.0,-73.95508,1.0,130
2.0,232.0,76.0,-73.99837,1.0,120
1.0,216.0,71.0,-73.98276,1.0,185
1.0,155.0,12.0,-73.95993,1.0,259
3.0,21.0,6.0,-73.94556,1.0,109
3.0,323.0,39.0,-73.91993,0.0,50
2.0,0.0,6.0,-73.95099,2.0,68
3.0,121.0,79.0,-74.00197,0.0,73
4.0,20.0,19.0,-73.98322,1.0,180
1.0,179.0,19.0,-73.98853,1.0,425
1.0,160.0,181.0,-73.85185,1.0,75
4.0,88.0,24.0,-73.94542,0.0,55
1.0,1.0,8.0,-73.96182,0.0,100
2.0,334.0,25.0,-73.95324,1.0,400
1.0,364.0,144.0,-73.89115,0.0,70
3.0,310.0,166.0,-74.09155,0.0,37
1.0,0.0,68.0,-73.98319,1.0,310
1.0,4.0,6.0,-73.94856,1.0,125
1.0,297.0,21.0,-73.91566,1.0,220
1.0,84.0,3.0,-73.9659,1.0,150
1.0,308.0,124.0,-73.84921,0.0,50
32.0,365.0,8.0,-73.95926,0.0,60
1.0,115.0,162.0,-73.85374,0.0,75
1.0,0.0,8.0,-73.95847,1.0,380
1.0,335.0,12.0,-73.94539,1.0,280
1.0,0.0,28.0,-73.96136,1.0,135
1.0,191.0,23.0,-73.98506,1.0,200
3.0,0.0,12.0,-73.95888,0.0,79
1.0,0.0,6.0,-73.94761,0.0,64
1.0,0.0,12.0,-73.93689,0.0,65
1.0,89.0,28.0,-73.94571,0.0,100
1.0,0.0,6.0,-73.94905,1.0,95
1.0,0.0,6.0,-73.96006,0.0,58
1.0,0.0,23.0,-73.99017,1.0,140
3.0,76.0,44.0,-73.91075,0.0,180
1.0,0.0,34.0,-73.98119,0.0,50
1.0,0.0,45.0,-73.96547,1.0,150
4.0,21.0,117.0,-73.95983,2.0,32
4.0,0.0,19.0,-73.97783,1.0,300
1.0,281.0,12.0,-73.96035,0.0,66
1.0,16.0,56.0,-73.90967,0.0,120
1.0,25.0,12.0,-73.95425,1.0,179
1.0,0.0,3.0,-73.96376,1.0,145
1.0,19.0,147.0,-73.92073,1.0,95
1.0,0.0,12.0,-73.95894,1.0,108
1.0,0.0,121.0,-73.89599,1.0,195
1.0,16.0,120.0,-73.78414,1.0,95
1.0,66.0,68.0,-73.98184,1.0,690
1.0,347.0,3.0,-73.96303,0.0,50
5.0,140.0,6.0,-73.92816,0.0,43
1.0,356.0,70.0,-73.88944,1.0,99
7.0,300.0,71.0,-73.98728,0.0,100
1.0,0.0,21.0,-73.92127,0.0,65
1.0,0.0,15.0,-73.96012,0.0,35
327.0,340.0,71.0,-73.98587,1.0,157
5.0,0.0,28.0,-73.9468,1.0,125
1.0,168.0,71.0,-73.98189,1.0,160
1.0,0.0,7.0,-73.99197,0.0,180
1.0,182.0,12.0,-73.9497,1.0,358
1.0,311.0,28.0,-73.95529,0.0,120
1.0,22.0,2.0,-73.95443,1.0,181
1.0,78.0,2.0,-73.93711,1.0,95
3.0,0.0,30.0,-73.94187,0.0,120
5.0,18.0,30.0,-73.93848,0.0,95
1.0,61.0,7.0,-73.9887,1.0,180
1.0,301.0,8.0,-73.98151,1.0,699
1.0,34.0,20.0,-73.94008,1.0,70
2.0,269.0,12.0,-73.95048,0.0,120
1.0,0.0,7.0,-73.9925,0.0,90
1.0,7.0,8.0,-73.98764,1.0,550
1.0,0.0,20.0,-73.95227,0.0,65
2.0,212.0,28.0,-73.95183,1.0,239
1.0,0.0,21.0,-73.9335,0.0,115
1.0,339.0,43.0,-74.00885,1.0,189
2.0,56.0,19.0,-73.97772,1.0,165
1.0,0.0,2.0,-73.95651,0.0,59
1.0,9.0,6.0,-73.94963,0.0,50
1.0,69.0,15.0,-73.94244,0.0,35
2.0,317.0,23.0,-73.9919,1.0,200
1.0,66.0,0.0,-73.97318,1.0,100
1.0,2.0,56.0,-73.90697,1.0,69
1.0,0.0,20.0,-73.94715,1.0,66
1.0,358.0,0.0,-73.97956,0.0,45
1.0,235.0,43.0,-74.01036,1.0,235
1.0,146.0,15.0,-73.9633,1.0,100
3.0,86.0,7.0,-73.99006,0.0,45
1.0,0.0,12.0,-73.94058,0.0,70
1.0,0.0,12.0,-73.94289,1.0,160
2.0,0.0,100.0,-73.91556,0.0,58
13.0,365.0,58.0,-73.83572,1.0,105
6.0,332.0,3.0,-73.96183,0.0,97
1.0,89.0,2.0,-73.95413,0.0,35
1.0,6.0,12.0,-73.95777,1.0,325
1.0,0.0,7.0,-73.98408,0.0,189
49.0,356.0,71.0,-73.98541,1.0,560
1.0,9.0,32.0,-73.99247,1.0,208
1.0,0.0,12.0,-73.95445,0.0,80
1.0,63.0,8.0,-73.98188,1.0,249
12.0,270.0,7.0,-73.99171,0.0,110
2.0,365.0,46.0,-73.78196,0.0,50
1.0,0.0,25.0,-73.9472,0.0,57
1.0,0.0,37.0,-73.83263,1.0,65
1.0,161.0,4.0,-73.95461,1.0,110
4.0,61.0,21.0,-73.91576,0.0,65
1.0,0.0,16.0,-73.98142,0.0,85
1.0,30.0,12.0,-73.95365,0.0,55
16.0,333.0,28.0,-73.95745,1.0,155
1.0,0.0,19.0,-73.97893,1.0,250
1.0,0.0,28.0,-73.94956,1.0,130
1.0,0.0,28.0,-73.9462,0.0,52
1.0,0.0,71.0,-73.98708,1.0,800
1.0,0.0,1.0,-73.98003,0.0,115
1.0,0.0,2.0,-73.95358,1.0,125
1.0,0.0,20.0,-73.94808,1.0,175
1.0,0.0,81.0,-73.88131,1.0,115
1.0,177.0,111.0,-73.99795,2.0,50
1.0,87.0,19.0,-73.9866,1.0,225
6.0,1.0,2.0,-73.95592,0.0,63
1.0,0.0,8.0,-73.98474,1.0,150
1.0,32.0,6.0,-73.91112,1.0,85
1.0,0.0,7.0,-73.98957,1.0,135
1.0,0.0,6.0,-73.93338,0.0,50
1.0,200.0,2.0,-73.94991,1.0,130
1.0,0.0,12.0,-73.9542,0.0,50
1.0,9.0,84.0,-73.89286,1.0,150
4.0,177.0,46.0,-73.78919,1.0,60
1.0,0.0,97.0,-73.98284,1.0,190
1.0,0.0,38.0,-73.98562,1.0,230
1.0,0.0,45.0,-73.9645,0.0,120
1.0,153.0,37.0,-73.82426,0.0,40
2.0,354.0,70.0,-73.87551,0.0,150
8.0,364.0,19.0,-73.98557,0.0,82
1.0,165.0,45.0,-73.95924,0.0,89
1.0,0.0,4.0,-73.93513,1.0,161
1.0,270.0,70.0,-73.89443,2.0,100
2.0,0.0,7.0,-73.99219,0.0,105
1.0,0.0,7.0,-73.99256,1.0,98
3.0,141.0,6.0,-73.95693,1.0,500
1.0,0.0,14.0,-74.00141,1.0,240
1.0,15.0,28.0,-73.95963,1.0,299
1.0,0.0,43.0,-74.00834,1.0,150
1.0,0.0,8.0,-73.99031,2.0,80
1.0,239.0,23.0,-73.99231,1.0,255
2.0,77.0,142.0,-73.91098,0.0,70
1.0,50.0,6.0,-73.93933,1.0,96
1.0,287.0,6.0,-73.92002,1.0,150
1.0,0.0,20.0,-73.93921,1.0,120
2.0,178.0,37.0,-73.79415,1.0,135
1.0,0.0,22.0,-73.9641,1.0,85
6.0,323.0,28.0,-73.95073,2.0,45
1.0,33.0,6.0,-73.95587,0.0,75
1.0,326.0,44.0,-73.91139,0.0,52
1.0,0.0,3.0,-73.96483,1.0,175
1.0,6.0,16.0,-73.98137,0.0,60
2.0,365.0,6.0,-73.95427,1.0,500
20.0,268.0,7.0,-73.99325,1.0,130
1.0,67.0,23.0,-73.98639,1.0,225
1.0,42.0,6.0,-73.95476,1.0,155
4.0,364.0,59.0,-73.89974,0.0,65
1.0,0.0,19.0,-73.97848,0.0,70
2.0,151.0,15.0,-73.94826,0.0,125
1.0,0.0,56.0,-73.9201,0.0,47
10.0,350.0,4.0,-73.93834,0.0,50
1.0,156.0,11.0,-74.0004,1.0,160
1.0,0.0,12.0,-73.93964,1.0,124
1.0,17.0,19.0,-73.9851,1.0,180
1.0,0.0,38.0,-73.98579,1.0,125
50.0,147.0,5.0,-73.97609,1.0,175
3.0,16.0,8.0,-73.96281,0.0,76
2.0,0.0,45.0,-73.96367,1.0,200
1.0,181.0,43.0,-74.01084,1.0,75
1.0,90.0,43.0,-74.00804,0.0,150
1.0,221.0,28.0,-73.95922,1.0,160
1.0,363.0,191.0,-74.17459,1.0,100
2.0,357.0,6.0,-73.9366,1.0,175
1.0,0.0,49.0,-73.90756,0.0,60
1.0,11.0,12.0,-73.94811,1.0,120
1.0,34.0,33.0,-73.99807,1.0,125
1.0,8.0,15.0,-73.96379,1.0,200
1.0,0.0,27.0,-73.99943,1.0,300
10.0,345.0,7.0,-73.99625,0.0,166
4.0,248.0,20.0,-73.95849,1.0,399
3.0,177.0,2.0,-73.94414,0.0,80
1.0,20.0,21.0,-73.93185,0.0,40
4.0,364.0,76.0,-73.99143,0.0,79
1.0,0.0,7.0,-73.98846,1.0,165
1.0,316.0,19.0,-73.98695,0.0,95
1.0,0.0,25.0,-73.93917,1.0,90
3.0,0.0,30.0,-73.94178,0.0,90
1.0,0.0,19.0,-73.99029,0.0,129
5.0,268.0,1.0,-73.9866,0.0,100
1.0,0.0,9.0,-73.991,0.0,100
1.0,226.0,8.0,-73.96924,1.0,200
1.0,365.0,6.0,-73.9489,1.0,225
1.0,64.0,4.0,-73.94868,1.0,165
1.0,109.0,19.0,-73.97683,0.0,149
29.0,205.0,28.0,-73.95753,1.0,142
2.0,0.0,12.0,-73.96161,0.0,70
1.0,110.0,8.0,-73.97293,1.0,145
4.0,0.0,6.0,-73.95001,0.0,72
3.0,305.0,93.0,-74.07837,0.0,85
2.0,338.0,39.0,-73.91704,1.0,150
3.0,0.0,23.0,-73.99108,0.0,118
3.0,290.0,2.0,-73.94479,1.0,825
1.0,0.0,64.0,-73.99548,1.0,125
1.0,169.0,44.0,-73.89784,1.0,149
1.0,25.0,19.0,-73.98519,1.0,195
1.0,0.0,14.0,-73.99963,1.0,325
1.0,201.0,5.0,-73.97417,1.0,159
1.0,325.0,15.0,-73.93875,1.0,275
4.0,227.0,26.0,-73.9784,1.0,412
5.0,285.0,20.0,-73.95184,0.0,46
2.0,34.0,21.0,-73.92091,1.0,127
1.0,0.0,4.0,-73.95333,0.0,45
2.0,89.0,2.0,-73.95024,0.0,295
4.0,50.0,7.0,-73.99376,1.0,115
1.0,54.0,46.0,-73.81359,0.0,80
1.0,0.0,15.0,-73.93093,1.0,90
91.0,311.0,28.0,-73.95646,1.0,200
9.0,206.0,54.0,-73.91798,0.0,80
2.0,255.0,3.0,-73.96269,1.0,150
1.0,0.0,19.0,-73.98717,1.0,140
1.0,37.0,17.0,-73.98031,1.0,165
2.0,281.0,34.0,-73.98339,0.0,55
1.0,0.0,2.0,-73.94712,1.0,150
1.0,0.0,15.0,-73.94242,0.0,44
1.0,166.0,19.0,-73.97901,1.0,146
1.0,0.0,32.0,-73.99563,1.0,180
1.0,0.0,23.0,-73.98501,1.0,150
3.0,345.0,112.0,-73.78707,0.0,49
1.0,0.0,16.0,-73.97659,1.0,125
1.0,0.0,7.0,-73.99978,1.0,115
6.0,287.0,22.0,-73.95317,0.0,65
1.0,0.0,28.0,-73.95245,1.0,375
1.0,49.0,13.0,-73.97671,1.0,107
1.0,365.0,9.0,-74.00293,1.0,1500
1.0,9.0,4.0,-73.93527,0.0,65
1.0,0.0,19.0,-73.98419,0.0,96
2.0,99.0,76.0,-73.99738,1.0,113
6.0,290.0,43.0,-74.00604,0.0,225
1.0,60.0,56.0,-73.92578,1.0,170
3.0,20.0,52.0,-73.99767,0.0,150
1.0,0.0,40.0,-73.98464,0.0,100
1.0,19.0,52.0,-74.00077,1.0,299
1.0,14.0,2.0,-73.95106,0.0,75
1.0,86.0,12.0,-73.95576,1.0,150
2.0,244.0,56.0,-73.92871,0.0,80
1.0,0.0,20.0,-73.95407,1.0,120
1.0,28.0,12.0,-73.96084,0.0,79
1.0,0.0,79.0,-74.01206,0.0,32
6.0,0.0,55.0,-74.08543,0.0,37
2.0,342.0,125.0,-73.74122,0.0,100
1.0,0.0,20.0,-73.95384,1.0,167
30.0,175.0,7.0,-73.99672,0.0,179
2.0,0.0,21.0,-73.9193,0.0,65
1.0,235.0,28.0,-73.94628,1.0,200
1.0,365.0,22.0,-73.96327,0.0,150
1.0,71.0,7.0,-73.99225,0.0,112
1.0,0.0,8.0,-73.9701,1.0,200
1.0,8.0,2.0,-73.94598,1.0,100
1.0,15.0,14.0,-73.99712,0.0,70
1.0,189.0,14.0,-74.00372,1.0,230
1.0,319.0,19.0,-73.98535,1.0,399
4.0,63.0,48.0,-73.99381,1.0,525
2.0,363.0,14.0,-73.99256,1.0,109
1.0,280.0,19.0,-73.98643,1.0,110
1.0,296.0,81.0,-73.87907,0.0,51
1.0,96.0,2.0,-73.95567,1.0,139
6.0,0.0,84.0,-73.87165,2.0,25
1.0,15.0,13.0,-73.97112,1.0,285
6.0,299.0,2.0,-73.95525,0.0,53
1.0,0.0,19.0,-73.97806,0.0,110
1.0,0.0,12.0,-73.93906,1.0,92
12.0,360.0,14.0,-73.99545,0.0,85
8.0,200.0,56.0,-73.92163,1.0,107
1.0,0.0,7.0,-73.98694,0.0,125
1.0,0.0,12.0,-73.93642,0.0,60
1.0,282.0,56.0,-73.91639,0.0,50
2.0,144.0,12.0,-73.94643,1.0,235
4.0,0.0,6.0,-73.94396,0.0,60
2.0,4.0,25.0,-73.94757,0.0,80
1.0,141.0,18.0,-73.9287,0.0,125
5.0,355.0,172.0,-74.12866,0.0,55
1.0,216.0,7.0,-73.99026,1.0,200
1.0,120.0,23.0,-73.98893,1.0,185
327.0,284.0,43.0,-74.01226,1.0,241
8.0,97.0,12.0,-73.94394,1.0,80
5.0,342.0,21.0,-73.90568,1.0,250
9.0,30.0,28.0,-73.9455,0.0,69
3.0,55.0,29.0,-73.96588,1.0,125
1.0,178.0,8.0,-73.97757,1.0,195
1.0,0.0,8.0,-73.96465,0.0,88
1.0,149.0,51.0,-73.94934,0.0,45
1.0,19.0,4.0,-73.94248,1.0,200
1.0,0.0,141.0,-73.87412,1.0,200
1.0,89.0,21.0,-73.92497,0.0,100
2.0,128.0,12.0,-73.94992,1.0,175
2.0,0.0,6.0,-73.92347,1.0,109
1.0,325.0,23.0,-73.98895,1.0,432
1.0,352.0,54.0,-73.92031,1.0,300
1.0,0.0,14.0,-73.99576,1.0,500
1.0,66.0,13.0,-73.97902,1.0,240
1.0,364.0,27.0,-73.99998,0.0,250
6.0,212.0,129.0,-73.85041,0.0,45
1.0,149.0,6.0,-73.95002,1.0,120
1.0,0.0,21.0,-73.92959,0.0,50
2.0,285.0,6.0,-73.94518,1.0,129
1.0,0.0,25.0,-73.93434,0.0,80
1.0,0.0,2.0,-73.95259,0.0,45
1.0,93.0,15.0,-73.9326,0.0,50
1.0,261.0,21.0,-73.91556,1.0,11
9.0,310.0,23.0,-73.9928,1.0,150
1.0,0.0,10.0,-73.98574,1.0,300
2.0,0.0,21.0,-73.91577,0.0,40
1.0,0.0,77.0,-74.01054,1.0,250
1.0,89.0,31.0,-73.90146,0.0,80
1.0,365.0,45.0,-73.96163,0.0,100
1.0,2.0,5.0,-73.98226,0.0,89
1.0,67.0,20.0,-73.94912,0.0,95
1.0,0.0,26.0,-73.97818,1.0,150
1.0,51.0,5.0,-73.97328,1.0,215
1.0,365.0,144.0,-73.88493,2.0,130
2.0,53.0,147.0,-73.91575,0.0,59
1.0,0.0,1.0,-73.97177,0.0,499
20.0,351.0,14.0,-73.99482,0.0,149
1.0,88.0,12.0,-73.95757,1.0,155
1.0,140.0,4.0,-73.9393,1.0,160
1.0,16.0,19.0,-73.99151,1.0,250
6.0,365.0,37.0,-73.8122,0.0,120
5.0,245.0,2.0,-73.94499,0.0,64
1.0,324.0,36.0,-73.99825,1.0,117
1.0,0.0,8.0,-73.97114,1.0,175
1.0,191.0,28.0,-73.94884,1.0,350
1.0,0.0,25.0,-73.91891,1.0,125
232.0,322.0,1.0,-73.98924,1.0,238
1.0,274.0,26.0,-73.97997,1.0,250
1.0,0.0,12.0,-73.94719,0.0,65
1.0,44.0,32.0,-73.99596,1.0,600
5.0,35.0,81.0,-73.88148,0.0,49
1.0,112.0,112.0,-73.76821,1.0,175
39.0,336.0,7.0,-73.9881,1.0,185
11.0,248.0,7.0,-73.99084,0.0,155
1.0,0.0,6.0,-73.93836,2.0,725
1.0,0.0,56.0,-73.91554,0.0,60
1.0,0.0,16.0,-73.98452,1.0,300
1.0,120.0,173.0,-73.82233,1.0,99
4.0,0.0,87.0,-73.87004,2.0,23
1.0,242.0,11.0,-74.00285,1.0,200
3.0,332.0,2.0,-73.95306,0.0,75
1.0,302.0,16.0,-73.97477,1.0,199
1.0,83.0,7.0,-73.99426,1.0,575
1.0,52.0,7.0,-73.98601,0.0,100
1.0,30.0,21.0,-73.92261,1.0,89
1.0,257.0,27.0,-73.99865,1.0,265
1.0,106.0,54.0,-73.92526,1.0,150
2.0,147.0,26.0,-73.9788,0.0,130
1.0,140.0,5.0,-73.97699,1.0,239
4.0,39.0,8.0,-73.96631,0.0,90
2.0,29.0,2.0,-73.95007,1.0,117
1.0,0.0,37.0,-73.82166,0.0,44
2.0,0.0,14.0,-73.99673,0.0,138
1.0,0.0,102.0,-74.00749,1.0,140
1.0,280.0,2.0,-73.9506,0.0,69
3.0,156.0,34.0,-73.99345,0.0,65
1.0,0.0,12.0,-73.95382,1.0,160
1.0,30.0,30.0,-73.94028,0.0,55
1.0,0.0,20.0,-73.95905,1.0,110
1.0,5.0,10.0,-73.99017,1.0,100
1.0,0.0,12.0,-73.94644,0.0,48
1.0,89.0,21.0,-73.92375,0.0,90
1.0,0.0,4.0,-73.9387,1.0,185
1.0,0.0,2.0,-73.95442,1.0,165
9.0,338.0,8.0,-73.97228,1.0,290
1.0,64.0,15.0,-73.95092,0.0,90
1.0,163.0,23.0,-73.98808,1.0,150
1.0,0.0,6.0,-73.92913,0.0,50
1.0,0.0,27.0,-74.00035,1.0,250
1.0,14.0,43.0,-74.00964,1.0,170
1.0,26.0,6.0,-73.94872,1.0,95
1.0,0.0,12.0,-73.9627,1.0,330
1.0,330.0,90.0,-74.01946,1.0,150
1.0,228.0,2.0,-73.94427,0.0,56
1.0,158.0,11.0,-74.00557,1.0,190
2.0,45.0,19.0,-73.98118,0.0,150
3.0,205.0,38.0,-73.98624,1.0,425
6.0,180.0,70.0,-73.87368,0.0,119
1.0,297.0,12.0,-73.9623,0.0,80
9.0,365.0,2.0,-73.95393,0.0,69
1.0,0.0,0.0,-73.9714,0.0,56
1.0,95.0,2.0,-73.93786,1.0,80
1.0,0.0,28.0,-73.96439,2.0,89
1.0,0.0,59.0,-73.90899,0.0,70
28.0,185.0,23.0,-73.98686,0.0,73
1.0,0.0,51.0,-73.94741,0.0,150
1.0,0.0,44.0,-73.89902,0.0,45
2.0,186.0,2.0,-73.93992,0.0,65
2.0,0.0,4.0,-73.94209,0.0,90
1.0,200.0,7.0,-73.98961,1.0,200
1.0,0.0,64.0,-73.99445,1.0,99
2.0,112.0,39.0,-73.92642,0.0,50
1.0,304.0,4.0,-73.93928,1.0,110
1.0,4.0,14.0,-73.99647,1.0,109
1.0,175.0,158.0,-74.10942,1.0,75
2.0,0.0,3.0,-73.96118,0.0,65
2.0,0.0,20.0,-73.94852,1.0,150
1.0,230.0,12.0,-73.95679,1.0,120
1.0,0.0,10.0,-73.98112,1.0,145
1.0,9.0,7.0,-74.00026,1.0,135
1.0,10.0,12.0,-73.943,1.0,160
1.0,84.0,4.0,-73.93495,1.0,125
1.0,0.0,28.0,-73.9652,1.0,175
2.0,3.0,21.0,-73.92521,0.0,58
2.0,0.0,53.0,-73.99604,0.0,99
3.0,49.0,15.0,-73.93661,0.0,85
1.0,0.0,31.0,-73.89067,0.0,40
3.0,45.0,8.0,-73.98748,0.0,126
1.0,0.0,4.0,-73.94295,1.0,200
1.0,0.0,23.0,-73.99236,1.0,300
1.0,0.0,12.0,-73.94674,0.0,75
1.0,0.0,21.0,-73.92081,1.0,99
8.0,71.0,27.0,-73.99849,1.0,89
1.0,0.0,22.0,-73.96622,0.0,40
1.0,0.0,3.0,-73.96531,0.0,50
1.0,0.0,21.0,-73.9189,0.0,41
8.0,0.0,1.0,-73.98035,0.0,250
1.0,35.0,7.0,-73.9942,0.0,109
1.0,0.0,27.0,-73.99858,1.0,350
4.0,262.0,12.0,-73.96311,1.0,315
1.0,0.0,12.0,-73.94255,0.0,55
2.0,49.0,6.0,-73.94153,0.0,60
1.0,0.0,6.0,-73.93078,0.0,50
1.0,142.0,73.0,-73.95709,1.0,130
1.0,0.0,8.0,-73.98081,0.0,84
1.0,0.0,30.0,-73.9398,0.0,40
1.0,50.0,6.0,-73.94895,1.0,110
1.0,0.0,14.0,-74.0025,1.0,150
1.0,0.0,19.0,-73.98175,0.0,139
4.0,352.0,21.0,-73.92244,1.0,159
2.0,32.0,197.0,-74.01044,0.0,33
